source,destination,mode,cost,duration_hours,distance_km
Haldwani,Gwalior,flight,1758,0.77,358.4
Haldwani,Kolhapur,flight,5880,1.92,1491.8
Haldwani,Bhubaneswar,train,632,16.05,1178.6
Haldwani,Bhubaneswar,flight,3941,2.22,1178.6
Haldwani,Solapur,flight,4617,2.28,1336.6
Haldwani,Mangalore,flight,5900,2.8,1875.7
Haldwani,Tiruchirappalli,flight,6946,2.71,2050.9
Haldwani,BiharSharif,train,435,12.1,743.1
Haldwani,BiharSharif,flight,3152,0.94,743.1
Haldwani,Aligarh,train,137,3.73,202.4
Haldwani,Aligarh,flight,1289,0.32,202.4
Haldwani,Tirunelveli,flight,8070,4.44,2287.4
Haldwani,Bhiwandi,flight,4708,2.12,1283.3
Haldwani,Saharanpur,train,146,3.76,207.4
Haldwani,Gorakhpur,train,271,6.2,467.3
Haldwani,Jalandhar,train,284,6.77,444.7
Haldwani,Jamshedpur,flight,4178,1.4,977.1
Haldwani,Salem,flight,6440,3.47,1957.1
Haldwani,Warangal,flight,4702,2.46,1251.0
Haldwani,Mira-Bhayandar,flight,4564,2.6,1294.3
Haldwani,Thiruvananthapuram,flight,7630,3.21,2316.8
Haldwani,Bhilai,train,535,11.53,913.1
Haldwani,Ujjain,train,446,9.67,767.5
Haldwani,Durgapur,flight,3853,2.14,1002.1
Haldwani,Asansol,flight,4234,1.57,962.8
Haldwani,Rourkela,flight,3568,2.0,940.3
Haldwani,Nellore,flight,6015,2.13,1643.8
Haldwani,Dehradun,train,154,2.32,187.9
Haldwani,Davanagere,flight,6227,2.7,1681.6
Haldwani,Kozhikode,flight,7755,3.85,2034.2
Haldwani,Akola,flight,3909,1.58,980.2
Haldwani,Kurnool,flight,6064,2.73,1496.6
Haldwani,Nizamabad,train,642,25.4,1181.5
Haldwani,Guntur,flight,5463,2.62,1438.9
Haldwani,Amravati,flight,4018,1.35,937.7
Haldwani,Kakinada,flight,4792,2.1,1388.2
Haldwani,Tirupati,flight,5933,2.66,1733.6
Haldwani,Puri,flight,4893,1.59,1225.1
Haldwani,Shimoga,flight,6909,2.8,1747.9
Haldwani,Ongole,flight,5197,2.45,1525.8
Haldwani,Bathinda,train,301,8.59,454.6
Haldwani,Bathinda,flight,2448,0.62,454.6
Haldwani,Darbhanga,train,391,15.36,714.4
Haldwani,Satara,flight,4753,2.8,1400.5
Haldwani,Proddatur,flight,5855,2.24,1611.9
Haldwani,Kollam,flight,7672,3.0,2280.3
Haldwani,Ambala,train,211,4.32,293.8
Haldwani,Siliguri,train,540,11.73,918.7
Haldwani,Siliguri,flight,3515,1.92,918.7
Haldwani,Rohtak,train,186,3.87,284.7
Haldwani,Etawah,train,197,3.76,274.9
Haldwani,Orai,train,241,5.16,359.0
Haldwani,Muzaffarpur,train,421,9.58,673.4
Haldwani,Ramagundam,train,649,15.05,1161.3
Haldwani,Baripada,train,576,20.47,1088.1
Haldwani,Baripada,flight,3762,2.04,1088.1
Haldwani,Tezpur,flight,4827,2.34,1334.6
Haldwani,Korba,flight,3659,1.1,828.9
Haldwani,Nagapattinam,flight,6987,2.83,2051.5
Haldwani,Mahbubnagar,flight,5474,1.93,1396.1
Haldwani,Buxar,train,343,6.86,613.6
Haldwani,Sagar,train,344,7.75,603.2
Haldwani,Sagar,flight,2838,0.94,603.2
Haldwani,Chittoor,flight,7033,3.54,1779.8
Haldwani,Arrah,train,340,7.7,651.4
Haldwani,Bharuch,train,545,16.59,1059.4
Haldwani,Bharuch,flight,4299,1.97,1059.4
Haldwani,Balasore,flight,4365,1.68,1137.0
Haldwani,Jalgaon,train,588,15.41,995.7
Haldwani,Jalgaon,flight,3802,1.57,995.7
Haldwani,Palakkad,flight,7636,2.69,2070.9
Haldwani,Unnao,train,224,3.59,313.1
Haldwani,Bilaspur,train,427,10.02,836.3
Muzaffarpur,Mumbai,flight,5945,2.12,1503.1
Muzaffarpur,Delhi,train,494,10.0,866.8
Muzaffarpur,Bengaluru,flight,5309,3.16,1673.6
Muzaffarpur,Kolkata,train,298,9.09,496.4
Muzaffarpur,Chennai,flight,5592,2.36,1545.2
Muzaffarpur,Hyderabad,flight,4157,1.57,1204.3
Muzaffarpur,Pune,flight,5240,2.39,1455.3
Muzaffarpur,Ahmedabad,flight,4725,2.29,1340.6
Muzaffarpur,Jaipur,flight,3624,1.31,959.3
Muzaffarpur,Surat,flight,4825,2.09,1391.7
Muzaffarpur,Lucknow,train,247,8.92,449.6
Muzaffarpur,Kanpur,train,328,6.76,505.6
Muzaffarpur,Nagpur,flight,3010,1.21,847.2
Muzaffarpur,Indore,train,535,16.19,1036.2
Muzaffarpur,Thane,flight,5685,2.35,1485.6
Muzaffarpur,Bhopal,train,452,10.87,866.2
Muzaffarpur,Bhopal,flight,3681,1.28,866.2
Muzaffarpur,Visakhapatnam,train,497,11.97,964.1
Muzaffarpur,Pimpri-Chinchwad,flight,5001,1.91,1452.7
Muzaffarpur,Patna,train,76,1.42,63.8
Muzaffarpur,Vadodara,flight,4881,2.32,1308.0
Muzaffarpur,Ghaziabad,train,453,9.4,832.9
Muzaffarpur,Ghaziabad,flight,3125,1.08,832.9
Muzaffarpur,Ludhiana,train,529,17.91,1071.8
Muzaffarpur,Agra,train,396,15.4,742.9
Muzaffarpur,Agra,flight,2850,1.0,742.9
Muzaffarpur,Nashik,train,771,20.92,1367.2
Muzaffarpur,Nashik,flight,4989,1.79,1367.2
Muzaffarpur,Faridabad,flight,3265,1.64,837.2
Muzaffarpur,Meerut,train,497,12.27,821.4
Muzaffarpur,Meerut,flight,3472,1.31,821.4
Muzaffarpur,Rajkot,flight,5930,2.07,1538.0
Muzaffarpur,Kalyan,flight,5054,2.28,1471.0
Muzaffarpur,Vasai-Virar,flight,5511,2.83,1487.3
Muzaffarpur,Varanasi,train,172,3.05,258.0
Muzaffarpur,Varanasi,flight,1784,0.33,258.0
Muzaffarpur,Srinagar,flight,4604,2.08,1348.4
Muzaffarpur,Dhanbad,train,186,4.63,279.0
Muzaffarpur,Dhanbad,flight,1576,0.61,279.0
Muzaffarpur,Jodhpur,flight,4852,2.66,1233.5
Muzaffarpur,Amritsar,train,687,22.31,1192.6
Muzaffarpur,Nanded,flight,4581,2.39,1133.4
Muzaffarpur,Gwalior,train,403,13.5,719.2
Muzaffarpur,Kolhapur,flight,6135,2.19,1556.5
Muzaffarpur,Bhubaneswar,flight,2760,1.35,649.2
Muzaffarpur,Solapur,flight,5474,2.19,1356.4
Muzaffarpur,Mangalore,flight,5772,2.98,1835.1
Muzaffarpur,Tiruchirappalli,flight,5794,3.63,1843.7
Muzaffarpur,BiharSharif,train,98,2.06,103.2
Muzaffarpur,Aligarh,train,390,11.32,749.7
Muzaffarpur,Aligarh,flight,3307,1.39,749.7
Muzaffarpur,Tirunelveli,flight,7084,2.87,2096.6
Muzaffarpur,Bhiwandi,flight,5621,2.59,1474.5
Muzaffarpur,Saharanpur,flight,3840,1.6,880.1
Muzaffarpur,Gorakhpur,train,157,2.98,213.0
Muzaffarpur,Gorakhpur,flight,1524,0.36,213.0
Muzaffarpur,Jalandhar,train,576,12.43,1117.6
Muzaffarpur,Jalandhar,flight,4367,2.22,1117.6
Muzaffarpur,Jamshedpur,train,255,4.21,377.8
Muzaffarpur,Salem,flight,5880,2.65,1777.8
Muzaffarpur,Warangal,flight,3691,1.5,1085.2
Muzaffarpur,Mira-Bhayandar,flight,5450,2.6,1492.8
Muzaffarpur,Thiruvananthapuram,flight,7214,4.53,2150.7
Muzaffarpur,Bhilai,train,354,11.7,680.4
Muzaffarpur,Ujjain,flight,3597,1.41,1024.0
Muzaffarpur,Durgapur,train,231,6.53,348.2
Muzaffarpur,Asansol,train,202,3.76,313.7
Muzaffarpur,Rourkela,train,258,7.2,432.7
Muzaffarpur,Rourkela,flight,2228,0.88,432.7
Muzaffarpur,Nellore,flight,5090,3.04,1415.0
Muzaffarpur,Dehradun,flight,3650,1.75,858.4
Muzaffarpur,Davanagere,flight,6375,2.14,1627.9
Muzaffarpur,Kozhikode,flight,5985,3.76,1935.9
Muzaffarpur,Akola,train,534,15.76,1045.9
Muzaffarpur,Akola,flight,3970,1.5,1045.9
Muzaffarpur,Kurnool,flight,4935,2.3,1374.9
Muzaffarpur,Nizamabad,flight,4364,1.67,1116.8
Muzaffarpur,Guntur,train,601,24.64,1205.7
Muzaffarpur,Guntur,flight,4597,2.16,1205.7
Muzaffarpur,Amravati,train,563,11.3,967.3
Muzaffarpur,Amravati,flight,4057,1.72,967.3
Muzaffarpur,Kakinada,train,569,12.11,1066.0
Muzaffarpur,Kakinada,flight,3956,1.47,1066.0
Muzaffarpur,Tirupati,train,748,19.3,1522.2
Muzaffarpur,Puri,train,387,10.05,702.8
Muzaffarpur,Shimoga,flight,6177,2.34,1698.4
Muzaffarpur,Ongole,flight,5287,2.34,1303.8
Muzaffarpur,Bathinda,flight,3899,1.55,1119.7
Muzaffarpur,Darbhanga,train,75,0.72,50.2
Muzaffarpur,Satara,flight,5215,3.33,1503.0
Muzaffarpur,Proddatur,flight,5720,1.86,1450.6
Muzaffarpur,Kollam,flight,6871,3.3,2127.7
Muzaffarpur,Ambala,train,555,11.76,966.9
Muzaffarpur,Ambala,flight,3504,1.25,966.9
Muzaffarpur,Siliguri,train,187,4.54,309.5
Muzaffarpur,Siliguri,flight,1630,0.41,309.5
Muzaffarpur,Rohtak,train,551,15.41,919.2
Muzaffarpur,Etawah,train,342,12.05,638.9
Muzaffarpur,Etawah,flight,3043,1.36,638.9
Muzaffarpur,Orai,train,326,13.13,592.5
Muzaffarpur,Haldwani,train,386,8.32,673.4
Muzaffarpur,Ramagundam,train,532,15.99,1012.7
Muzaffarpur,Baripada,flight,2115,0.71,487.0
Muzaffarpur,Tezpur,train,399,14.95,739.6
Muzaffarpur,Korba,flight,2190,0.95,496.7
Muzaffarpur,Nagapattinam,flight,6366,3.51,1803.5
Muzaffarpur,Mahbubnagar,flight,4791,1.86,1293.5
Muzaffarpur,Buxar,train,108,2.7,136.7
Muzaffarpur,Sagar,train,429,10.9,716.8
Muzaffarpur,Chittoor,flight,5297,3.07,1577.9
Muzaffarpur,Arrah,train,100,2.06,95.4
Muzaffarpur,Bharuch,flight,4478,2.46,1349.4
Muzaffarpur,Balasore,train,339,10.9,538.3
Muzaffarpur,Balasore,flight,2423,0.81,538.3
Muzaffarpur,Jalgaon,flight,4553,1.6,1151.1
Muzaffarpur,Palakkad,flight,6256,2.5,1936.3
Muzaffarpur,Unnao,train,279,9.91,491.1
Muzaffarpur,Bilaspur,train,335,6.25,557.4
Ramagundam,Mumbai,train,425,10.41,703.4
Ramagundam,Delhi,train,574,22.3,1131.8
Ramagundam,Delhi,flight,4551,1.58,1131.8
Ramagundam,Bengaluru,train,381,9.7,678.6
Ramagundam,Kolkata,flight,4278,1.35,1008.5
Ramagundam,Chennai,train,393,8.68,637.6
Ramagundam,Chennai,flight,2826,0.82,637.6
Ramagundam,Hyderabad,train,149,2.46,191.6
Ramagundam,Pune,train,362,9.64,601.3
Ramagundam,Ahmedabad,train,505,13.15,865.6
Ramagundam,Ahmedabad,flight,3062,1.11,865.6
Ramagundam,Jaipur,flight,4280,1.82,983.6
Ramagundam,Surat,train,425,14.44,751.6
Ramagundam,Lucknow,train,503,10.29,908.7
Ramagundam,Lucknow,flight,3734,1.3,908.7
Ramagundam,Kanpur,flight,3057,1.41,857.1
Ramagundam,Nagpur,train,177,3.5,268.1
Ramagundam,Indore,flight,2552,0.89,583.3
Ramagundam,Thane,train,425,13.63,693.5
Ramagundam,Bhopal,train,314,12.11,546.1
Ramagundam,Bhopal,flight,2378,0.87,546.1
Ramagundam,Visakhapatnam,train,228,4.67,405.1
Ramagundam,Pimpri-Chinchwad,train,347,7.58,606.6
Ramagundam,Pimpri-Chinchwad,flight,2399,0.87,606.6
Ramagundam,Patna,flight,3836,1.81,951.0
Ramagundam,Vadodara,train,434,11.83,771.2
Ramagundam,Vadodara,flight,3020,1.62,771.2
Ramagundam,Ghaziabad,train,620,24.55,1120.7
Ramagundam,Ghaziabad,flight,4507,2.16,1120.7
Ramagundam,Ludhiana,flight,4779,2.59,1398.7
Ramagundam,Agra,flight,3862,1.57,947.5
Ramagundam,Nashik,train,380,12.27,620.0
Ramagundam,Nashik,flight,2538,1.35,620.0
Ramagundam,Faridabad,flight,3999,2.04,1095.2
Ramagundam,Meerut,flight,4431,1.5,1150.6
Ramagundam,Rajkot,flight,4300,1.71,992.2
Ramagundam,Kalyan,train,362,10.22,677.7
Ramagundam,Kalyan,flight,2822,1.12,677.7
Ramagundam,Vasai-Virar,train,369,14.34,709.2
Ramagundam,Varanasi,train,460,12.33,808.1
Ramagundam,Srinagar,flight,5723,2.44,1766.3
Ramagundam,Dhanbad,flight,3614,1.84,904.5
Ramagundam,Jodhpur,flight,3776,1.66,1066.8
Ramagundam,Amritsar,flight,5218,2.61,1505.0
Ramagundam,Nanded,train,175,4.23,238.9
Ramagundam,Gwalior,flight,3548,1.8,839.6
Ramagundam,Kolhapur,train,340,6.83,608.0
Ramagundam,Bhubaneswar,train,380,11.53,678.1
Ramagundam,Bhubaneswar,flight,2909,0.89,678.1
Ramagundam,Solapur,train,243,4.91,405.1
Ramagundam,Mangalore,flight,3211,1.29,823.1
Ramagundam,Tiruchirappalli,train,493,14.52,892.6
Ramagundam,Tiruchirappalli,flight,3178,1.81,892.6
Ramagundam,BiharSharif,flight,3845,1.63,942.1
Ramagundam,Aligarh,flight,3579,1.84,1025.3
Ramagundam,Tirunelveli,train,563,13.23,1135.5
Ramagundam,Tirunelveli,flight,3984,1.79,1135.5
Ramagundam,Bhiwandi,train,401,14.14,685.3
Ramagundam,Saharanpur,flight,4668,2.67,1260.6
Ramagundam,Gorakhpur,train,554,12.44,970.1
Ramagundam,Jalandhar,flight,5764,2.15,1451.7
Ramagundam,Jamshedpur,flight,3684,1.51,823.2
Ramagundam,Salem,flight,3402,1.53,805.1
Ramagundam,Warangal,train,91,1.29,89.8
Ramagundam,Mira-Bhayandar,train,394,12.95,706.9
Ramagundam,Thiruvananthapuram,flight,4635,1.51,1174.4
Ramagundam,Bhilai,train,231,7.38,332.3
Ramagundam,Bhilai,flight,1748,0.49,332.3
Ramagundam,Ujjain,train,370,13.49,627.0
Ramagundam,Ujjain,flight,2711,1.07,627.0
Ramagundam,Durgapur,train,519,12.28,961.5
Ramagundam,Durgapur,flight,3898,1.62,961.5
Ramagundam,Asansol,train,487,11.25,940.9
Ramagundam,Asansol,flight,3794,1.73,940.9
Ramagundam,Rourkela,train,352,8.26,673.9
Ramagundam,Rourkela,flight,3176,0.91,673.9
Ramagundam,Nellore,train,284,8.45,483.9
Ramagundam,Dehradun,flight,4518,1.81,1292.5
Ramagundam,Davanagere,train,334,12.16,616.3
Ramagundam,Kozhikode,flight,3364,1.52,928.9
Ramagundam,Akola,train,221,4.47,342.2
Ramagundam,Kurnool,train,224,7.54,365.3
Ramagundam,Nizamabad,train,126,1.93,154.5
Ramagundam,Guntur,train,186,3.65,289.9
Ramagundam,Amravati,train,202,3.77,304.4
Ramagundam,Kakinada,train,222,4.1,347.1
Ramagundam,Tirupati,flight,2709,1.15,572.5
Ramagundam,Puri,train,396,7.52,668.4
Ramagundam,Shimoga,train,384,9.14,686.5
Ramagundam,Ongole,train,238,4.9,367.3
Ramagundam,Bathinda,flight,4627,1.87,1354.1
Ramagundam,Darbhanga,flight,4339,1.31,1046.9
Ramagundam,Satara,train,376,11.01,600.1
Ramagundam,Satara,flight,2679,1.05,600.1
Ramagundam,Proddatur,train,264,6.34,460.3
Ramagundam,Proddatur,flight,2390,0.77,460.3
Ramagundam,Kollam,flight,4862,1.53,1143.8
Ramagundam,Ambala,flight,4697,2.22,1320.3
Ramagundam,Siliguri,train,650,21.02,1266.2
Ramagundam,Siliguri,flight,5023,1.69,1266.2
Ramagundam,Rohtak,flight,4734,1.55,1164.5
Ramagundam,Etawah,train,524,12.57,892.4
Ramagundam,Orai,train,489,13.46,802.4
Ramagundam,Orai,flight,3089,1.51,802.4
Ramagundam,Haldwani,train,616,22.64,1161.3
Ramagundam,Muzaffarpur,flight,3905,1.66,1012.7
Ramagundam,Baripada,flight,3737,1.27,826.9
Ramagundam,Tezpur,flight,5343,2.76,1613.8
Ramagundam,Korba,train,333,6.77,518.7
Ramagundam,Korba,flight,2385,0.67,518.7
Ramagundam,Nagapattinam,train,533,16.11,890.5
Ramagundam,Nagapattinam,flight,3937,1.18,890.5
Ramagundam,Mahbubnagar,train,173,3.8,280.8
Ramagundam,Mahbubnagar,flight,1483,0.38,280.8
Ramagundam,Buxar,train,476,10.89,891.8
Ramagundam,Buxar,flight,3628,1.14,891.8
Ramagundam,Sagar,train,317,11.59,569.4
Ramagundam,Chittoor,train,380,10.82,620.0
Ramagundam,Arrah,train,527,19.29,919.6
Ramagundam,Arrah,flight,3715,1.21,919.6
Ramagundam,Bharuch,train,417,8.59,756.1
Ramagundam,Balasore,flight,3223,1.33,826.8
Ramagundam,Jalgaon,train,300,7.25,485.9
Ramagundam,Palakkad,flight,4100,1.75,941.4
Ramagundam,Unnao,flight,3169,1.48,868.3
Ramagundam,Bilaspur,flight,2232,0.64,455.3
Baripada,Mumbai,flight,4814,2.23,1478.1
Baripada,Delhi,flight,4984,1.61,1227.5
Baripada,Bengaluru,flight,5509,2.37,1389.2
Baripada,Kolkata,train,131,2.81,181.5
Baripada,Chennai,flight,4795,2.3,1198.3
Baripada,Hyderabad,train,551,16.45,1000.9
Baripada,Hyderabad,flight,3753,1.25,1000.9
Baripada,Pune,flight,4517,1.83,1396.5
Baripada,Ahmedabad,train,712,26.27,1461.2
Baripada,Ahmedabad,flight,5795,2.58,1461.2
Baripada,Jaipur,flight,5131,2.57,1240.0
Baripada,Surat,flight,5054,2.02,1441.2
Baripada,Lucknow,train,494,14.65,803.1
Baripada,Lucknow,flight,3003,1.39,803.1
Baripada,Kanpur,train,441,14.49,822.7
Baripada,Kanpur,flight,3689,1.8,822.7
Baripada,Nagpur,train,448,12.72,796.8
Baripada,Indore,flight,3936,1.52,1123.4
Baripada,Thane,flight,4806,1.85,1464.0
Baripada,Bhopal,train,561,14.43,969.7
Baripada,Visakhapatnam,train,376,8.93,598.1
Baripada,Pimpri-Chinchwad,train,771,26.8,1398.6
Baripada,Pimpri-Chinchwad,flight,5213,2.45,1398.6
Baripada,Patna,train,295,6.6,440.2
Baripada,Vadodara,flight,4747,3.01,1397.7
Baripada,Ghaziabad,train,678,17.05,1197.6
Baripada,Ghaziabad,flight,4124,2.04,1197.6
Baripada,Ludhiana,flight,5608,2.05,1472.6
Baripada,Agra,train,602,20.68,1059.2
Baripada,Nashik,flight,5494,2.87,1361.9
Baripada,Faridabad,train,707,19.46,1191.3
Baripada,Faridabad,flight,3999,2.49,1191.3
Baripada,Meerut,train,599,14.27,1199.6
Baripada,Rajkot,flight,6370,2.75,1642.4
Baripada,Kalyan,flight,5152,2.2,1448.0
Baripada,Vasai-Virar,flight,4908,2.28,1473.5
Baripada,Varanasi,train,321,8.67,538.9
Baripada,Srinagar,flight,6169,2.32,1787.5
Baripada,Dhanbad,train,165,3.0,211.1
Baripada,Jodhpur,flight,4933,2.61,1472.6
Baripada,Amritsar,flight,6106,2.94,1596.7
Baripada,Nanded,train,591,21.2,1028.3
Baripada,Nanded,flight,4248,1.3,1028.3
Baripada,Gwalior,train,569,12.31,991.8
Baripada,Kolhapur,flight,4735,2.8,1433.6
Baripada,Bhubaneswar,train,161,3.16,204.3
Baripada,Bhubaneswar,flight,1468,0.37,204.3
Baripada,Solapur,train,646,13.81,1228.7
Baripada,Solapur,flight,4797,2.56,1228.7
Baripada,Mangalore,flight,5315,2.74,1609.3
Baripada,Tiruchirappalli,flight,5709,2.61,1504.9
Baripada,BiharSharif,train,229,6.31,385.6
Baripada,Aligarh,flight,4232,1.63,1096.8
Baripada,Tirunelveli,flight,6699,2.98,1755.2
Baripada,Bhiwandi,train,738,16.98,1453.9
Baripada,Bhiwandi,flight,5039,2.8,1453.9
Baripada,Saharanpur,flight,4664,1.61,1282.1
Baripada,Gorakhpur,train,345,7.54,637.5
Baripada,Jalandhar,flight,5302,2.32,1523.6
Baripada,Jamshedpur,train,106,1.8,113.2
Baripada,Salem,train,850,20.03,1461.4
Baripada,Salem,flight,4864,2.95,1461.4
Baripada,Warangal,flight,3613,1.45,867.0
Baripada,Mira-Bhayandar,flight,4847,2.37,1475.0
Baripada,Thiruvananthapuram,flight,6782,2.45,1822.2
Baripada,Bhilai,train,356,11.36,555.8
Baripada,Ujjain,flight,3833,1.52,1134.2
Baripada,Durgapur,train,141,3.31,187.2
Baripada,Asansol,train,136,3.61,197.3
Baripada,Rourkela,train,157,3.4,198.7
Baripada,Nellore,flight,4138,2.15,1095.6
Baripada,Dehradun,flight,4163,2.46,1275.2
Baripada,Davanagere,flight,4833,1.89,1411.5
Baripada,Kozhikode,flight,6355,2.15,1663.1
Baripada,Akola,flight,3768,1.7,1017.9
Baripada,Kurnool,train,664,25.16,1139.0
Baripada,Kurnool,flight,4404,1.92,1139.0
Baripada,Nizamabad,train,580,17.23,971.7
Baripada,Nizamabad,flight,3518,1.7,971.7
Baripada,Guntur,train,504,11.16,910.3
Baripada,Guntur,flight,3492,1.32,910.3
Baripada,Amravati,train,548,10.71,935.7
Baripada,Amravati,flight,3982,1.36,935.7
Baripada,Kakinada,train,397,8.04,723.2
Baripada,Kakinada,flight,2694,1.47,723.2
Baripada,Tirupati,flight,4457,2.09,1204.4
Baripada,Puri,train,169,2.87,252.8
Baripada,Shimoga,flight,4875,2.66,1478.1
Baripada,Ongole,flight,3703,1.45,1002.7
Baripada,Bathinda,flight,5860,3.03,1494.8
Baripada,Darbhanga,train,289,5.81,478.8
Baripada,Darbhanga,flight,2468,0.64,478.8
Baripada,Satara,flight,4966,2.91,1414.5
Baripada,Proddatur,train,612,17.69,1175.9
Baripada,Kollam,flight,6084,2.31,1808.8
Baripada,Ambala,flight,4561,1.9,1368.0
Baripada,Siliguri,train,329,9.48,559.0
Baripada,Siliguri,flight,2411,1.05,559.0
Baripada,Rohtak,flight,4419,2.4,1279.2
Baripada,Etawah,flight,3439,1.84,951.6
Baripada,Orai,flight,3812,1.5,867.7
Baripada,Haldwani,train,598,13.8,1088.1
Baripada,Muzaffarpur,train,271,6.92,487.0
Baripada,Muzaffarpur,flight,2087,0.98,487.0
Baripada,Ramagundam,train,436,9.88,826.9
Baripada,Ramagundam,flight,3515,1.59,826.9
Baripada,Tezpur,flight,3031,1.78,807.4
Baripada,Korba,train,239,6.27,414.5
Baripada,Nagapattinam,flight,5110,2.41,1441.3
Baripada,Mahbubnagar,flight,4118,1.6,1084.4
Baripada,Buxar,train,287,7.46,482.7
Baripada,Sagar,train,441,10.24,847.7
Baripada,Sagar,flight,3675,1.72,847.7
Baripada,Chittoor,flight,4527,2.21,1261.7
Baripada,Arrah,train,282,6.54,456.8
Baripada,Arrah,flight,2349,0.58,456.8
Baripada,Bharuch,flight,5295,2.09,1417.3
Baripada,Balasore,train,81,0.71,51.5
Baripada,Jalgaon,flight,4315,2.55,1161.6
Baripada,Palakkad,flight,6077,3.47,1639.3
Baripada,Unnao,train,418,16.47,816.4
Baripada,Unnao,flight,3462,1.73,816.4
Baripada,Bilaspur,train,276,6.37,475.4
Tezpur,Mumbai,flight,6835,4.29,2204.0
Tezpur,Delhi,flight,5502,2.17,1560.6
Tezpur,Bengaluru,flight,7341,3.74,2196.3
Tezpur,Kolkata,train,345,12.3,637.3
Tezpur,Chennai,flight,7217,2.6,1994.9
Tezpur,Hyderabad,flight,5991,3.53,1796.7
Tezpur,Pune,flight,7212,2.78,2140.6
Tezpur,Ahmedabad,flight,7639,4.3,2077.7
Tezpur,Jaipur,flight,5277,2.56,1687.0
Tezpur,Surat,flight,7272,2.93,2115.9
Tezpur,Lucknow,train,605,13.42,1176.1
Tezpur,Kanpur,flight,4096,1.96,1239.2
Tezpur,Nagpur,flight,5052,2.14,1520.5
Tezpur,Indore,flight,6825,2.89,1764.4
Tezpur,Thane,flight,8111,3.81,2187.5
Tezpur,Bhopal,flight,6283,2.58,1594.6
Tezpur,Visakhapatnam,flight,4649,3.09,1400.9
Tezpur,Pimpri-Chinchwad,flight,6669,3.03,2140.2
Tezpur,Patna,train,439,12.41,773.1
Tezpur,Patna,flight,3317,1.16,773.1
Tezpur,Vadodara,flight,7244,3.35,2040.2
Tezpur,Ghaziabad,train,879,22.81,1526.1
Tezpur,Ludhiana,flight,6258,2.32,1714.8
Tezpur,Agra,train,762,25.34,1466.2
Tezpur,Agra,flight,5598,2.8,1466.2
Tezpur,Nashik,flight,8016,3.41,2073.7
Tezpur,Faridabad,flight,4958,2.1,1537.2
Tezpur,Meerut,flight,5630,2.05,1505.0
Tezpur,Rajkot,flight,7805,4.04,2274.2
Tezpur,Kalyan,flight,7763,4.14,2172.2
Tezpur,Vasai-Virar,flight,8057,4.21,2192.4
Tezpur,Varanasi,train,593,13.31,992.3
Tezpur,Srinagar,flight,6005,3.41,1910.1
Tezpur,Dhanbad,flight,3229,1.32,714.3
Tezpur,Jodhpur,flight,6216,3.68,1966.7
Tezpur,Amritsar,flight,6305,3.16,1823.8
Tezpur,Nanded,flight,5638,2.67,1788.5
Tezpur,Gwalior,flight,4772,2.06,1454.7
Tezpur,Kolhapur,flight,7438,3.76,2208.8
Tezpur,Bhubaneswar,flight,3505,1.28,1001.9
Tezpur,Solapur,flight,6859,3.43,2002.9
Tezpur,Mangalore,flight,9030,3.53,2414.3
Tezpur,Tiruchirappalli,flight,7049,3.49,2300.4
Tezpur,BiharSharif,train,455,10.61,745.0
Tezpur,Aligarh,flight,5908,2.39,1459.0
Tezpur,Tirunelveli,flight,8302,4.67,2547.1
Tezpur,Bhiwandi,flight,7703,3.97,2176.7
Tezpur,Saharanpur,flight,5388,2.84,1535.9
Tezpur,Gorakhpur,flight,3340,1.45,935.5
Tezpur,Jalandhar,flight,6817,2.76,1751.0
Tezpur,Jamshedpur,train,477,15.58,791.0
Tezpur,Salem,flight,7613,4.4,2263.7
Tezpur,Warangal,flight,6253,3.48,1664.1
Tezpur,Mira-Bhayandar,flight,8293,3.88,2196.3
Tezpur,Thiruvananthapuram,flight,9949,3.64,2618.3
Tezpur,Bhilai,flight,4342,1.75,1304.0
Tezpur,Ujjain,flight,5567,2.26,1756.6
Tezpur,Durgapur,train,386,9.47,652.5
Tezpur,Durgapur,flight,2494,0.99,652.5
Tezpur,Asansol,train,350,13.31,673.6
Tezpur,Rourkela,train,528,14.09,940.0
Tezpur,Rourkela,flight,3652,1.75,940.0
Tezpur,Nellore,flight,6807,2.79,1900.2
Tezpur,Dehradun,flight,5134,2.61,1497.7
Tezpur,Davanagere,flight,7345,3.59,2214.2
Tezpur,Kozhikode,flight,8564,3.38,2470.2
Tezpur,Akola,flight,6339,2.41,1736.7
Tezpur,Kurnool,flight,7422,2.75,1943.1
Tezpur,Nizamabad,flight,5601,3.12,1747.7
Tezpur,Guntur,flight,5825,3.13,1717.7
Tezpur,Amravati,flight,6527,2.86,1654.0
Tezpur,Kakinada,flight,5264,2.99,1528.0
Tezpur,Tirupati,flight,6958,2.81,2008.4
Tezpur,Puri,flight,4172,1.45,1040.8
Tezpur,Shimoga,flight,7774,3.83,2281.8
Tezpur,Ongole,flight,5997,2.96,1809.8
Tezpur,Bathinda,flight,7031,2.67,1787.4
Tezpur,Darbhanga,train,391,12.84,689.4
Tezpur,Darbhanga,flight,3028,1.04,689.4
Tezpur,Satara,flight,8362,3.32,2174.1
Tezpur,Proddatur,flight,6452,3.81,1983.3
Tezpur,Kollam,flight,7835,4.04,2608.0
Tezpur,Ambala,flight,5395,2.93,1617.1
Tezpur,Siliguri,train,241,5.64,433.7
